,Laptop,Current Price,Rating,Actual Price,Discount
1192,Acer TravelMate P2 Intel Core i7 11th Gen 1165G7,"₹47,990",3.6,"₹99,000",51% off
1193,ASUS Vivobook 15 AMD Ryzen 7 Octa Core 5800HS,"₹49,990",4.1,"₹82,990",39% off
1194,Lenovo IdeaPad 1 AMD Athlon Dual Core 7120U,"₹28,990",4.2,"₹43,790",33% off
1195,ASUS Vivobook Go 14 (2023) Intel Intel Core i3 12th Gen N305,"₹35,990",4,"₹50,990",29% off
1196,ASUS Vivobook Pro 15 OLED For Creator AMD Ryzen 7 Octa Core 5800HS,"₹67,990",4.2,"₹94,990",28% off
1197,HP AMD Ryzen 3 Quad Core 5300U,"₹35,960",4.2,"₹47,142",23% off
1198,walker Intel Celeron Dual Core N4020,"₹12,990",3.8,"₹30,000",56% off
1199,DELL Intel Core i5 12th Gen 1235U,"₹46,990",4,"₹72,180",34% off
1200,ASUS TUF Gaming F15,"₹49,990",4.3,"₹75,990",34% off
1201,CHUWI Intel Celeron Dual Core 11th Gen N4020,"₹17,990",3.7,"₹34,990",48% off
1202,DELL Inspiron Intel Core i3 12th Gen 1215U,"₹64,499",4,"₹79,999",19% off
1203,ASUS Vivobook Go 15 Intel Celeron Dual Core N4020,"₹19,990",4.1,"₹33,990",41% off
1204,ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4,"₹31,990",4.3,"₹49,990",36% off
1205,HP 14s Intel Core i3 11th Gen 1115G4,"₹34,990",4.3,"₹49,509",29% off
1206,Acer Extensa Intel Core i3 N305,"₹26,490",4.1,"₹42,999",38% off
1207,CHUWI Intel Celeron Quad Core 12th Gen N100,"₹19,990",3.4,"₹34,990",42% off
1208,Lenovo Intel Core i5 11th Gen 1135G7,"₹41,066",4.1,"₹66,470",38% off
1209,HP 255G9 AMD Ryzen 3 Dual Core AMD Ryzen3 3250,"₹24,990",4.2,"₹44,911",44% off
1210,AXL Intel Celeron Dual Core 9th Gen,"₹16,980",4,"₹33,990",50% off
1211,ASUS ROG Strix G15 AMD Ryzen 7 Octa Core 6800HS,"₹74,990",4.3,"₹1,17,990",36% off
1212,SAMSUNG Galaxy Book 2 Intel Core i5 12th Gen 1235U,"₹44,990",4.3,"₹82,990",45% off
1213,HP 15s Intel Core i3 12th Gen 1215U,"₹37,527",4.2,"₹56,261",33% off
1214,DELL Intel Core i3 12th Gen 1215U,"₹36,290",4.2,"₹50,724",28% off
1215,Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U,"₹31,990",4.1,"₹47,490",32% off
1216,Acer TravelMate P2 Intel Core i7 11th Gen 1165G7,"₹47,990",3.6,"₹99,000",51% off
1217,ASUS Vivobook 15 AMD Ryzen 7 Octa Core 5800HS,"₹49,990",4.1,"₹82,990",39% off
1218,Lenovo IdeaPad 1 AMD Athlon Dual Core 7120U,"₹28,990",4.2,"₹43,790",33% off
1219,ASUS Vivobook Go 14 (2023) Intel Intel Core i3 12th Gen N305,"₹35,990",4,"₹50,990",29% off
1220,ASUS Vivobook Pro 15 OLED For Creator AMD Ryzen 7 Octa Core 5800HS,"₹67,990",4.2,"₹94,990",28% off
1221,HP AMD Ryzen 3 Quad Core 5300U,"₹35,960",4.2,"₹47,142",23% off
1222,walker Intel Celeron Dual Core N4020,"₹12,990",3.8,"₹30,000",56% off
1223,DELL Intel Core i5 12th Gen 1235U,"₹46,990",4,"₹72,180",34% off
1224,ASUS TUF Gaming F15,"₹49,990",4.3,"₹75,990",34% off
1225,CHUWI Intel Celeron Dual Core 11th Gen N4020,"₹17,990",3.7,"₹34,990",48% off
1226,DELL Inspiron Intel Core i3 12th Gen 1215U,"₹64,499",4,"₹79,999",19% off
1227,ASUS Vivobook Go 15 Intel Celeron Dual Core N4020,"₹19,990",4.1,"₹33,990",41% off
1228,ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4,"₹31,990",4.3,"₹49,990",36% off
1229,HP 14s Intel Core i3 11th Gen 1115G4,"₹34,990",4.3,"₹49,509",29% off
1230,Acer Extensa Intel Core i3 N305,"₹26,490",4.1,"₹42,999",38% off
1231,CHUWI Intel Celeron Quad Core 12th Gen N100,"₹19,990",3.4,"₹34,990",42% off
1232,Lenovo Intel Core i5 11th Gen 1135G7,"₹41,066",4.1,"₹66,470",38% off
1233,HP 255G9 AMD Ryzen 3 Dual Core AMD Ryzen3 3250,"₹24,990",4.2,"₹44,911",44% off
1234,AXL Intel Celeron Dual Core 9th Gen,"₹16,980",4,"₹33,990",50% off
1235,ASUS ROG Strix G15 AMD Ryzen 7 Octa Core 6800HS,"₹74,990",4.3,"₹1,17,990",36% off
1236,SAMSUNG Galaxy Book 2 Intel Core i5 12th Gen 1235U,"₹44,990",4.3,"₹82,990",45% off
1237,HP 15s Intel Core i3 12th Gen 1215U,"₹37,527",4.2,"₹56,261",33% off
1238,DELL Intel Core i3 12th Gen 1215U,"₹36,290",4.2,"₹50,724",28% off
1239,Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U,"₹31,990",4.1,"₹47,490",32% off
1240,Acer TravelMate P2 Intel Core i7 11th Gen 1165G7,"₹47,990",3.6,"₹99,000",51% off
1241,ASUS Vivobook 15 AMD Ryzen 7 Octa Core 5800HS,"₹49,990",4.1,"₹82,990",39% off
1242,Lenovo IdeaPad 1 AMD Athlon Dual Core 7120U,"₹28,990",4.2,"₹43,790",33% off
1243,ASUS Vivobook Go 14 (2023) Intel Intel Core i3 12th Gen N305,"₹35,990",4,"₹50,990",29% off
1244,ASUS Vivobook Pro 15 OLED For Creator AMD Ryzen 7 Octa Core 5800HS,"₹67,990",4.2,"₹94,990",28% off
1245,HP AMD Ryzen 3 Quad Core 5300U,"₹35,960",4.2,"₹47,142",23% off
1246,walker Intel Celeron Dual Core N4020,"₹12,990",3.8,"₹30,000",56% off
1247,DELL Intel Core i5 12th Gen 1235U,"₹46,990",4,"₹72,180",34% off
1248,ASUS TUF Gaming F15,"₹49,990",4.3,"₹75,990",34% off
1249,CHUWI Intel Celeron Dual Core 11th Gen N4020,"₹17,990",3.7,"₹34,990",48% off
1250,DELL Inspiron Intel Core i3 12th Gen 1215U,"₹64,499",4,"₹79,999",19% off
1251,ASUS Vivobook Go 15 Intel Celeron Dual Core N4020,"₹19,990",4.1,"₹33,990",41% off
1252,ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4,"₹31,990",4.3,"₹49,990",36% off
1253,HP 14s Intel Core i3 11th Gen 1115G4,"₹34,990",4.3,"₹49,509",29% off
1254,Acer Extensa Intel Core i3 N305,"₹26,490",4.1,"₹42,999",38% off
1255,CHUWI Intel Celeron Quad Core 12th Gen N100,"₹19,990",3.4,"₹34,990",42% off
1256,Lenovo Intel Core i5 11th Gen 1135G7,"₹41,066",4.1,"₹66,470",38% off
1257,HP 255G9 AMD Ryzen 3 Dual Core AMD Ryzen3 3250,"₹24,990",4.2,"₹44,911",44% off
1258,AXL Intel Celeron Dual Core 9th Gen,"₹16,980",4,"₹33,990",50% off
1259,ASUS ROG Strix G15 AMD Ryzen 7 Octa Core 6800HS,"₹74,990",4.3,"₹1,17,990",36% off
1260,SAMSUNG Galaxy Book 2 Intel Core i5 12th Gen 1235U,"₹44,990",4.3,"₹82,990",45% off
1261,HP 15s Intel Core i3 12th Gen 1215U,"₹37,527",4.2,"₹56,261",33% off
1262,DELL Intel Core i3 12th Gen 1215U,"₹36,290",4.2,"₹50,724",28% off
1263,Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U,"₹31,990",4.1,"₹47,490",32% off
1264,Acer TravelMate P2 Intel Core i7 11th Gen 1165G7,"₹47,990",3.6,"₹99,000",51% off
1265,ASUS Vivobook 15 AMD Ryzen 7 Octa Core 5800HS,"₹49,990",4.1,"₹82,990",39% off
1266,Lenovo IdeaPad 1 AMD Athlon Dual Core 7120U,"₹28,990",4.2,"₹43,790",33% off
1267,ASUS Vivobook Go 14 (2023) Intel Intel Core i3 12th Gen N305,"₹35,990",4,"₹50,990",29% off
1268,ASUS Vivobook Pro 15 OLED For Creator AMD Ryzen 7 Octa Core 5800HS,"₹67,990",4.2,"₹94,990",28% off
1269,HP AMD Ryzen 3 Quad Core 5300U,"₹35,960",4.2,"₹47,142",23% off
1270,walker Intel Celeron Dual Core N4020,"₹12,990",3.8,"₹30,000",56% off
1271,DELL Intel Core i5 12th Gen 1235U,"₹46,990",4,"₹72,180",34% off
1272,ASUS TUF Gaming F15,"₹49,990",4.3,"₹75,990",34% off
1273,CHUWI Intel Celeron Dual Core 11th Gen N4020,"₹17,990",3.7,"₹34,990",48% off
1274,DELL Inspiron Intel Core i3 12th Gen 1215U,"₹64,499",4,"₹79,999",19% off
1275,ASUS Vivobook Go 15 Intel Celeron Dual Core N4020,"₹19,990",4.1,"₹33,990",41% off
1276,ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4,"₹31,990",4.3,"₹49,990",36% off
1277,HP 14s Intel Core i3 11th Gen 1115G4,"₹34,990",4.3,"₹49,509",29% off
1278,Acer Extensa Intel Core i3 N305,"₹26,490",4.1,"₹42,999",38% off
1279,CHUWI Intel Celeron Quad Core 12th Gen N100,"₹19,990",3.4,"₹34,990",42% off
1280,Lenovo Intel Core i5 11th Gen 1135G7,"₹41,066",4.1,"₹66,470",38% off
1281,HP 255G9 AMD Ryzen 3 Dual Core AMD Ryzen3 3250,"₹24,990",4.2,"₹44,911",44% off
1282,AXL Intel Celeron Dual Core 9th Gen,"₹16,980",4,"₹33,990",50% off
1283,ASUS ROG Strix G15 AMD Ryzen 7 Octa Core 6800HS,"₹74,990",4.3,"₹1,17,990",36% off
1284,SAMSUNG Galaxy Book 2 Intel Core i5 12th Gen 1235U,"₹44,990",4.3,"₹82,990",45% off
1285,HP 15s Intel Core i3 12th Gen 1215U,"₹37,527",4.2,"₹56,261",33% off
1286,DELL Intel Core i3 12th Gen 1215U,"₹36,290",4.2,"₹50,724",28% off
1287,Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U,"₹31,990",4.1,"₹47,490",32% off
1288,Acer TravelMate P2 Intel Core i7 11th Gen 1165G7,"₹47,990",3.6,"₹99,000",51% off
1289,ASUS Vivobook 15 AMD Ryzen 7 Octa Core 5800HS,"₹49,990",4.1,"₹82,990",39% off
1290,Lenovo IdeaPad 1 AMD Athlon Dual Core 7120U,"₹28,990",4.2,"₹43,790",33% off
1291,ASUS Vivobook Go 14 (2023) Intel Intel Core i3 12th Gen N305,"₹35,990",4,"₹50,990",29% off
1292,ASUS Vivobook Pro 15 OLED For Creator AMD Ryzen 7 Octa Core 5800HS,"₹67,990",4.2,"₹94,990",28% off
1293,HP AMD Ryzen 3 Quad Core 5300U,"₹35,960",4.2,"₹47,142",23% off
1294,walker Intel Celeron Dual Core N4020,"₹12,990",3.8,"₹30,000",56% off
1295,DELL Intel Core i5 12th Gen 1235U,"₹46,990",4,"₹72,180",34% off
1296,ASUS TUF Gaming F15,"₹49,990",4.3,"₹75,990",34% off
1297,CHUWI Intel Celeron Dual Core 11th Gen N4020,"₹17,990",3.7,"₹34,990",48% off
1298,DELL Inspiron Intel Core i3 12th Gen 1215U,"₹64,499",4,"₹79,999",19% off
1299,ASUS Vivobook Go 15 Intel Celeron Dual Core N4020,"₹19,990",4.1,"₹33,990",41% off
1300,ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4,"₹31,990",4.3,"₹49,990",36% off
1301,HP 14s Intel Core i3 11th Gen 1115G4,"₹34,990",4.3,"₹49,509",29% off
1302,Acer Extensa Intel Core i3 N305,"₹26,490",4.1,"₹42,999",38% off
1303,CHUWI Intel Celeron Quad Core 12th Gen N100,"₹19,990",3.4,"₹34,990",42% off
1304,Lenovo Intel Core i5 11th Gen 1135G7,"₹41,066",4.1,"₹66,470",38% off
1305,HP 255G9 AMD Ryzen 3 Dual Core AMD Ryzen3 3250,"₹24,990",4.2,"₹44,911",44% off
1306,AXL Intel Celeron Dual Core 9th Gen,"₹16,980",4,"₹33,990",50% off
1307,ASUS ROG Strix G15 AMD Ryzen 7 Octa Core 6800HS,"₹74,990",4.3,"₹1,17,990",36% off
1308,SAMSUNG Galaxy Book 2 Intel Core i5 12th Gen 1235U,"₹44,990",4.3,"₹82,990",45% off
1309,HP 15s Intel Core i3 12th Gen 1215U,"₹37,527",4.2,"₹56,261",33% off
1310,DELL Intel Core i3 12th Gen 1215U,"₹36,290",4.2,"₹50,724",28% off
1311,Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U,"₹31,990",4.1,"₹47,490",32% off
1312,Acer TravelMate P2 Intel Core i7 11th Gen 1165G7,"₹47,990",3.6,"₹99,000",51% off
1313,ASUS Vivobook 15 AMD Ryzen 7 Octa Core 5800HS,"₹49,990",4.1,"₹82,990",39% off
1314,Lenovo IdeaPad 1 AMD Athlon Dual Core 7120U,"₹28,990",4.2,"₹43,790",33% off
1315,ASUS Vivobook Go 14 (2023) Intel Intel Core i3 12th Gen N305,"₹35,990",4,"₹50,990",29% off
1316,ASUS Vivobook Pro 15 OLED For Creator AMD Ryzen 7 Octa Core 5800HS,"₹67,990",4.2,"₹94,990",28% off
1317,HP AMD Ryzen 3 Quad Core 5300U,"₹35,960",4.2,"₹47,142",23% off
1318,walker Intel Celeron Dual Core N4020,"₹12,990",3.8,"₹30,000",56% off
1319,DELL Intel Core i5 12th Gen 1235U,"₹46,990",4,"₹72,180",34% off
1320,ASUS TUF Gaming F15,"₹49,990",4.3,"₹75,990",34% off
1321,CHUWI Intel Celeron Dual Core 11th Gen N4020,"₹17,990",3.7,"₹34,990",48% off
1322,DELL Inspiron Intel Core i3 12th Gen 1215U,"₹64,499",4,"₹79,999",19% off
1323,ASUS Vivobook Go 15 Intel Celeron Dual Core N4020,"₹19,990",4.1,"₹33,990",41% off
1324,ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4,"₹31,990",4.3,"₹49,990",36% off
1325,HP 14s Intel Core i3 11th Gen 1115G4,"₹34,990",4.3,"₹49,509",29% off
1326,Acer Extensa Intel Core i3 N305,"₹26,490",4.1,"₹42,999",38% off
1327,CHUWI Intel Celeron Quad Core 12th Gen N100,"₹19,990",3.4,"₹34,990",42% off
1328,Lenovo Intel Core i5 11th Gen 1135G7,"₹41,066",4.1,"₹66,470",38% off
1329,HP 255G9 AMD Ryzen 3 Dual Core AMD Ryzen3 3250,"₹24,990",4.2,"₹44,911",44% off
1330,AXL Intel Celeron Dual Core 9th Gen,"₹16,980",4,"₹33,990",50% off
1331,ASUS ROG Strix G15 AMD Ryzen 7 Octa Core 6800HS,"₹74,990",4.3,"₹1,17,990",36% off
1332,SAMSUNG Galaxy Book 2 Intel Core i5 12th Gen 1235U,"₹44,990",4.3,"₹82,990",45% off
1333,HP 15s Intel Core i3 12th Gen 1215U,"₹37,527",4.2,"₹56,261",33% off
1334,DELL Intel Core i3 12th Gen 1215U,"₹36,290",4.2,"₹50,724",28% off
1335,Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U,"₹31,990",4.1,"₹47,490",32% off
1336,Acer TravelMate P2 Intel Core i7 11th Gen 1165G7,"₹47,990",3.6,"₹99,000",51% off
1337,ASUS Vivobook 15 AMD Ryzen 7 Octa Core 5800HS,"₹49,990",4.1,"₹82,990",39% off
1338,Lenovo IdeaPad 1 AMD Athlon Dual Core 7120U,"₹28,990",4.2,"₹43,790",33% off
1339,ASUS Vivobook Go 14 (2023) Intel Intel Core i3 12th Gen N305,"₹35,990",4,"₹50,990",29% off
1340,ASUS Vivobook Pro 15 OLED For Creator AMD Ryzen 7 Octa Core 5800HS,"₹67,990",4.2,"₹94,990",28% off
1341,HP AMD Ryzen 3 Quad Core 5300U,"₹35,960",4.2,"₹47,142",23% off
1342,walker Intel Celeron Dual Core N4020,"₹12,990",3.8,"₹30,000",56% off
1343,DELL Intel Core i5 12th Gen 1235U,"₹46,990",4,"₹72,180",34% off
1344,ASUS TUF Gaming F15,"₹49,990",4.3,"₹75,990",34% off
1345,CHUWI Intel Celeron Dual Core 11th Gen N4020,"₹17,990",3.7,"₹34,990",48% off
1346,DELL Inspiron Intel Core i3 12th Gen 1215U,"₹64,499",4,"₹79,999",19% off
1347,ASUS Vivobook Go 15 Intel Celeron Dual Core N4020,"₹19,990",4.1,"₹33,990",41% off
1348,ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4,"₹31,990",4.3,"₹49,990",36% off
1349,HP 14s Intel Core i3 11th Gen 1115G4,"₹34,990",4.3,"₹49,509",29% off
1350,Acer Extensa Intel Core i3 N305,"₹26,490",4.1,"₹42,999",38% off
1351,CHUWI Intel Celeron Quad Core 12th Gen N100,"₹19,990",3.4,"₹34,990",42% off
1352,Lenovo Intel Core i5 11th Gen 1135G7,"₹41,066",4.1,"₹66,470",38% off
1353,HP 255G9 AMD Ryzen 3 Dual Core AMD Ryzen3 3250,"₹24,990",4.2,"₹44,911",44% off
1354,AXL Intel Celeron Dual Core 9th Gen,"₹16,980",4,"₹33,990",50% off
1355,ASUS ROG Strix G15 AMD Ryzen 7 Octa Core 6800HS,"₹74,990",4.3,"₹1,17,990",36% off
1356,SAMSUNG Galaxy Book 2 Intel Core i5 12th Gen 1235U,"₹44,990",4.3,"₹82,990",45% off
1357,HP 15s Intel Core i3 12th Gen 1215U,"₹37,527",4.2,"₹56,261",33% off
1358,DELL Intel Core i3 12th Gen 1215U,"₹36,290",4.2,"₹50,724",28% off
1359,Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U,"₹31,990",4.1,"₹47,490",32% off
1360,Acer TravelMate P2 Intel Core i7 11th Gen 1165G7,"₹47,990",3.6,"₹99,000",51% off
1361,ASUS Vivobook 15 AMD Ryzen 7 Octa Core 5800HS,"₹49,990",4.1,"₹82,990",39% off
1362,Lenovo IdeaPad 1 AMD Athlon Dual Core 7120U,"₹28,990",4.2,"₹43,790",33% off
1363,ASUS Vivobook Go 14 (2023) Intel Intel Core i3 12th Gen N305,"₹35,990",4,"₹50,990",29% off
1364,ASUS Vivobook Pro 15 OLED For Creator AMD Ryzen 7 Octa Core 5800HS,"₹67,990",4.2,"₹94,990",28% off
1365,HP AMD Ryzen 3 Quad Core 5300U,"₹35,960",4.2,"₹47,142",23% off
1366,walker Intel Celeron Dual Core N4020,"₹12,990",3.8,"₹30,000",56% off
1367,DELL Intel Core i5 12th Gen 1235U,"₹46,990",4,"₹72,180",34% off
1368,ASUS TUF Gaming F15,"₹49,990",4.3,"₹75,990",34% off
1369,CHUWI Intel Celeron Dual Core 11th Gen N4020,"₹17,990",3.7,"₹34,990",48% off
1370,DELL Inspiron Intel Core i3 12th Gen 1215U,"₹64,499",4,"₹79,999",19% off
1371,ASUS Vivobook Go 15 Intel Celeron Dual Core N4020,"₹19,990",4.1,"₹33,990",41% off
1372,ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4,"₹31,990",4.3,"₹49,990",36% off
1373,HP 14s Intel Core i3 11th Gen 1115G4,"₹34,990",4.3,"₹49,509",29% off
1374,Acer Extensa Intel Core i3 N305,"₹26,490",4.1,"₹42,999",38% off
1375,CHUWI Intel Celeron Quad Core 12th Gen N100,"₹19,990",3.4,"₹34,990",42% off
1376,Lenovo Intel Core i5 11th Gen 1135G7,"₹41,066",4.1,"₹66,470",38% off
1377,HP 255G9 AMD Ryzen 3 Dual Core AMD Ryzen3 3250,"₹24,990",4.2,"₹44,911",44% off
1378,AXL Intel Celeron Dual Core 9th Gen,"₹16,980",4,"₹33,990",50% off
1379,ASUS ROG Strix G15 AMD Ryzen 7 Octa Core 6800HS,"₹74,990",4.3,"₹1,17,990",36% off
1380,SAMSUNG Galaxy Book 2 Intel Core i5 12th Gen 1235U,"₹44,990",4.3,"₹82,990",45% off
1381,HP 15s Intel Core i3 12th Gen 1215U,"₹37,527",4.2,"₹56,261",33% off
1382,DELL Intel Core i3 12th Gen 1215U,"₹36,290",4.2,"₹50,724",28% off
1383,Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U,"₹31,990",4.1,"₹47,490",32% off
1384,Acer TravelMate P2 Intel Core i7 11th Gen 1165G7,"₹47,990",3.6,"₹99,000",51% off
1385,ASUS Vivobook 15 AMD Ryzen 7 Octa Core 5800HS,"₹49,990",4.1,"₹82,990",39% off
1386,Lenovo IdeaPad 1 AMD Athlon Dual Core 7120U,"₹28,990",4.2,"₹43,790",33% off
1387,ASUS Vivobook Go 14 (2023) Intel Intel Core i3 12th Gen N305,"₹35,990",4,"₹50,990",29% off
1388,ASUS Vivobook Pro 15 OLED For Creator AMD Ryzen 7 Octa Core 5800HS,"₹67,990",4.2,"₹94,990",28% off
1389,HP AMD Ryzen 3 Quad Core 5300U,"₹35,960",4.2,"₹47,142",23% off
1390,walker Intel Celeron Dual Core N4020,"₹12,990",3.8,"₹30,000",56% off
1391,DELL Intel Core i5 12th Gen 1235U,"₹46,990",4,"₹72,180",34% off
1392,ASUS TUF Gaming F15,"₹49,990",4.3,"₹75,990",34% off
1393,CHUWI Intel Celeron Dual Core 11th Gen N4020,"₹17,990",3.7,"₹34,990",48% off
1394,DELL Inspiron Intel Core i3 12th Gen 1215U,"₹64,499",4,"₹79,999",19% off
1395,ASUS Vivobook Go 15 Intel Celeron Dual Core N4020,"₹19,990",4.1,"₹33,990",41% off
1396,ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4,"₹31,990",4.3,"₹49,990",36% off
1397,HP 14s Intel Core i3 11th Gen 1115G4,"₹34,990",4.3,"₹49,509",29% off
1398,Acer Extensa Intel Core i3 N305,"₹26,490",4.1,"₹42,999",38% off
1399,CHUWI Intel Celeron Quad Core 12th Gen N100,"₹19,990",3.4,"₹34,990",42% off
1400,Lenovo Intel Core i5 11th Gen 1135G7,"₹41,066",4.1,"₹66,470",38% off
1401,HP 255G9 AMD Ryzen 3 Dual Core AMD Ryzen3 3250,"₹24,990",4.2,"₹44,911",44% off
1402,AXL Intel Celeron Dual Core 9th Gen,"₹16,980",4,"₹33,990",50% off
1403,ASUS ROG Strix G15 AMD Ryzen 7 Octa Core 6800HS,"₹74,990",4.3,"₹1,17,990",36% off
1404,SAMSUNG Galaxy Book 2 Intel Core i5 12th Gen 1235U,"₹44,990",4.3,"₹82,990",45% off
1405,HP 15s Intel Core i3 12th Gen 1215U,"₹37,527",4.2,"₹56,261",33% off
1406,DELL Intel Core i3 12th Gen 1215U,"₹36,290",4.2,"₹50,724",28% off
1407,Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U,"₹31,990",4.1,"₹47,490",32% off
1408,Acer TravelMate P2 Intel Core i7 11th Gen 1165G7,"₹47,990",3.6,"₹99,000",51% off
1409,ASUS Vivobook 15 AMD Ryzen 7 Octa Core 5800HS,"₹49,990",4.1,"₹82,990",39% off
1410,Lenovo IdeaPad 1 AMD Athlon Dual Core 7120U,"₹28,990",4.2,"₹43,790",33% off
1411,ASUS Vivobook Go 14 (2023) Intel Intel Core i3 12th Gen N305,"₹35,990",4,"₹50,990",29% off
1412,ASUS Vivobook Pro 15 OLED For Creator AMD Ryzen 7 Octa Core 5800HS,"₹67,990",4.2,"₹94,990",28% off
1413,HP AMD Ryzen 3 Quad Core 5300U,"₹35,960",4.2,"₹47,142",23% off
1414,walker Intel Celeron Dual Core N4020,"₹12,990",3.8,"₹30,000",56% off
1415,DELL Intel Core i5 12th Gen 1235U,"₹46,990",4,"₹72,180",34% off
1416,ASUS TUF Gaming F15,"₹49,990",4.3,"₹75,990",34% off
1417,CHUWI Intel Celeron Dual Core 11th Gen N4020,"₹17,990",3.7,"₹34,990",48% off
1418,DELL Inspiron Intel Core i3 12th Gen 1215U,"₹64,499",4,"₹79,999",19% off
1419,ASUS Vivobook Go 15 Intel Celeron Dual Core N4020,"₹19,990",4.1,"₹33,990",41% off
1420,ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4,"₹31,990",4.3,"₹49,990",36% off
1421,HP 14s Intel Core i3 11th Gen 1115G4,"₹34,990",4.3,"₹49,509",29% off
1422,Acer Extensa Intel Core i3 N305,"₹26,490",4.1,"₹42,999",38% off
1423,CHUWI Intel Celeron Quad Core 12th Gen N100,"₹19,990",3.4,"₹34,990",42% off
1424,Lenovo Intel Core i5 11th Gen 1135G7,"₹41,066",4.1,"₹66,470",38% off
1425,HP 255G9 AMD Ryzen 3 Dual Core AMD Ryzen3 3250,"₹24,990",4.2,"₹44,911",44% off
1426,AXL Intel Celeron Dual Core 9th Gen,"₹16,980",4,"₹33,990",50% off
1427,ASUS ROG Strix G15 AMD Ryzen 7 Octa Core 6800HS,"₹74,990",4.3,"₹1,17,990",36% off
1428,SAMSUNG Galaxy Book 2 Intel Core i5 12th Gen 1235U,"₹44,990",4.3,"₹82,990",45% off
1429,HP 15s Intel Core i3 12th Gen 1215U,"₹37,527",4.2,"₹56,261",33% off
1430,DELL Intel Core i3 12th Gen 1215U,"₹36,290",4.2,"₹50,724",28% off
1431,Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U,"₹31,990",4.1,"₹47,490",32% off
1432,Acer TravelMate P2 Intel Core i7 11th Gen 1165G7,"₹47,990",3.6,"₹99,000",51% off
1433,ASUS Vivobook 15 AMD Ryzen 7 Octa Core 5800HS,"₹49,990",4.1,"₹82,990",39% off
1434,Lenovo IdeaPad 1 AMD Athlon Dual Core 7120U,"₹28,990",4.2,"₹43,790",33% off
1435,ASUS Vivobook Go 14 (2023) Intel Intel Core i3 12th Gen N305,"₹35,990",4,"₹50,990",29% off
1436,ASUS Vivobook Pro 15 OLED For Creator AMD Ryzen 7 Octa Core 5800HS,"₹67,990",4.2,"₹94,990",28% off
1437,HP AMD Ryzen 3 Quad Core 5300U,"₹35,960",4.2,"₹47,142",23% off
1438,walker Intel Celeron Dual Core N4020,"₹12,990",3.8,"₹30,000",56% off
1439,DELL Intel Core i5 12th Gen 1235U,"₹46,990",4,"₹72,180",34% off
1440,ASUS TUF Gaming F15,"₹49,990",4.3,"₹75,990",34% off
1441,CHUWI Intel Celeron Dual Core 11th Gen N4020,"₹17,990",3.7,"₹34,990",48% off
1442,DELL Inspiron Intel Core i3 12th Gen 1215U,"₹64,499",4,"₹79,999",19% off
1443,ASUS Vivobook Go 15 Intel Celeron Dual Core N4020,"₹19,990",4.1,"₹33,990",41% off
1444,ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4,"₹31,990",4.3,"₹49,990",36% off
1445,HP 14s Intel Core i3 11th Gen 1115G4,"₹34,990",4.3,"₹49,509",29% off
1446,Acer Extensa Intel Core i3 N305,"₹26,490",4.1,"₹42,999",38% off
1447,CHUWI Intel Celeron Quad Core 12th Gen N100,"₹19,990",3.4,"₹34,990",42% off
1448,Lenovo Intel Core i5 11th Gen 1135G7,"₹41,066",4.1,"₹66,470",38% off
1449,HP 255G9 AMD Ryzen 3 Dual Core AMD Ryzen3 3250,"₹24,990",4.2,"₹44,911",44% off
1450,AXL Intel Celeron Dual Core 9th Gen,"₹16,980",4,"₹33,990",50% off
1451,ASUS ROG Strix G15 AMD Ryzen 7 Octa Core 6800HS,"₹74,990",4.3,"₹1,17,990",36% off
1452,SAMSUNG Galaxy Book 2 Intel Core i5 12th Gen 1235U,"₹44,990",4.3,"₹82,990",45% off
1453,HP 15s Intel Core i3 12th Gen 1215U,"₹37,527",4.2,"₹56,261",33% off
1454,DELL Intel Core i3 12th Gen 1215U,"₹36,290",4.2,"₹50,724",28% off
1455,Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U,"₹31,990",4.1,"₹47,490",32% off
1456,Acer TravelMate P2 Intel Core i7 11th Gen 1165G7,"₹47,990",3.6,"₹99,000",51% off
1457,ASUS Vivobook 15 AMD Ryzen 7 Octa Core 5800HS,"₹49,990",4.1,"₹82,990",39% off
